,Unnamed: 0,Sentiment,Cross_Lingual_Text,Processed_text,Translated_text,FULL_kannada
505,505,1,ಬ್ರೂ ಯೂಟ್ಯೂಬ್ ಯಾ ದೇಶಕ್ಕೆ ಸೇರಿದ್ದು ಅಂತ ಗೊತ್ತಿಲ್ಲ  ಅದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ತಿಳಿಸಿಕೊಡಿ,ಬ್ರೂ ಯೂಟ್ಯೂಬ್ ಯಾ ದೇಶಕ್ಕೆ ಸೇರಿದ್ದು ಅಂತ ಗೊತ್ತಿಲ್ಲ ಅದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ತಿಳಿಸಿಕೊಡಿ,ಬ್ರೂ ಯೂಟ್ಯೂಬ್ ಯಾ ದೇಶಕ್ಕೆ ಸೇರಿದ್ದು ಅಂತ ಗೊತ್ತಿಲ್ಲ ಅದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ತಿಳಿಸಿಕೊಡಿ,ಬ್ರೂ ಯೂಟ್ಯೂಬ್ ಯಾ ದೇಶಕ್ಕೆ ಸೇರಿದ್ದು ಅಂತ ಗೊತ್ತಿಲ್ಲ ಅದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ತಿಳಿಸಿಕೊಡಿ
506,506,1,ಸೂಪರ್ ಆಗಿ ಹೇಳಿದ್ದೆ ಗುರು,ಸೂಪರ್ ಆಗಿ ಹೇಳಿದ್ದೆ ಗುರು,ಸೂಪರ್ ಆಗಿ ಹೇಳಿದ್ದೆ ಗುರು,ಸೂಪರ್ ಆಗಿ ಹೇಳಿದ್ದೆ ಗುರು
507,507,1,Super bro,Super bro,ಸೂಪರ್ ಬ್ರದರ್,ಸೂಪರ್ ಬ್ರದರ್
508,508,1,Supper  guru,Supper guru,ಸೂಪರ್ ಗುರು,ಸೂಪರ್ ಗುರು
512,512,0,Tag it to bindu lowda.... Avalammana thikana kheya,Tag it to bindu lowda Avalammana thikana kheya,ಮೆಚ್ಚದ ವಿಳಾಸವನ್ನು ತಿನ್ನುವ ಮೂಲಕ ಅದನ್ನು ಬಿಂದು ಲೋಡ್‌ಗೆ ಟ್ಯಾಗ್ ಮಾಡಿ,ಮೆಚ್ಚದ ವಿಳಾಸವನ್ನು ತಿನ್ನುವ ಮೂಲಕ ಅದನ್ನು ಬಿಂದು ಲೋಡ್‌ಗೆ ಟ್ಯಾಗ್ ಮಾಡಿ
513,513,1,Supper gurru 100. Present nija guru,Supper gurru 100 Present nija guru,ಸಪ್ಪರ್ ಗುರು 100 ಪ್ರಸ್ತುತ ನಿಜ ಗುರು,ಸಪ್ಪರ್ ಗುರು 100 ಪ್ರಸ್ತುತ ನಿಜ ಗುರು
514,514,1,24 ಮಿಲಿಯನ್ಸ್ ಆದ್ಮೇಲೆ ನೋಡ್ತಾ ಇರೋರು ಲೈಕ್ ಮಾಡಿ,24 ಮಿಲಿಯನ್ಸ್ ಆದ್ಮೇಲೆ ನೋಡ್ತಾ ಇರೋರು ಲೈಕ್ ಮಾಡಿ,24 ಮಿಲಿಯನ್ಸ್ ಆದ್ಮೇಲೆ ನೋಡ್ತಾ ಇರೋರು ಲೈಕ್ ಮಾಡಿ,24 ಮಿಲಿಯನ್ಸ್ ಆದ್ಮೇಲೆ ನೋಡ್ತಾ ಇರೋರು ಲೈಕ್ ಮಾಡಿ
515,515,3,Hands up nahi Hands down,Hands up nahi Hands down,ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ನಹಿ ಹ್ಯಾಂಡ್ಸ್ ಡೌನ್,ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ನಹಿ ಹ್ಯಾಂಡ್ಸ್ ಡೌನ್
516,516,1,Idu charitre srustiso  avathara...,Idu charitre srustiso avathara,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ
517,517,1,Nice song galli mathina bajaru suddi saridhe sumaru charitre shrustiso avathara,Nice song galli mathina bajaru suddi saridhe sumaru charitre shrustiso avathara,ನೈಸ್ ಸಾಂಗ್ ಗಲ್ಲಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸರಿದೇ ಸುಮಾರು ಚರಿತ್ರೆ ಶ್ರುಷ್ಟಿಸೋ ಅವತಾರ,ನೈಸ್ ಸಾಂಗ್ ಗಲ್ಲಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸರಿದೇ ಸುಮಾರು ಚರಿತ್ರೆ ಶ್ರುಷ್ಟಿಸೋ ಅವತಾರ
518,518,3,After 10 pm,After 10 pm,ರಾತ್ರಿ 10 ಗಂಟೆಯ ನಂತರ,ರಾತ್ರಿ 10 ಗಂಟೆಯ ನಂತರ
519,519,0,tune at 2,tune at 2,2 ಗೆ ಟ್ಯೂನ್ ಮಾಡಿ,2 ಗೆ ಟ್ಯೂನ್ ಮಾಡಿ
520,520,0,Neevu varshkke ondu cinema madru supper 1varshkke 34cinema madobadalige intha ondu cinema saku,Neevu varshkke ondu cinema madru supper 1varshkke 34cinema madobadalige intha ondu cinema saku,ನೀವು ವರ್ಶಕ್ಕೆ ಒಂದು ಸಿನಿಮಾ ಮಾಡ್ರು ಸಪ್ಪರ್ ೧ವರ್ಶಕ್ಕೆ ೩೪ಸಿನೇಮಾ ಮಾಡೋಬದಲಿಗೆ ಇಂಥ ಒಂದು ಸಿನಿಮಾ ಸಾಕು,ನೀವು ವರ್ಶಕ್ಕೆ ಒಂದು ಸಿನಿಮಾ ಮಾಡ್ರು ಸಪ್ಪರ್ ೧ವರ್ಶಕ್ಕೆ ೩೪ಸಿನೇಮಾ ಮಾಡೋಬದಲಿಗೆ ಇಂಥ ಒಂದು ಸಿನಿಮಾ ಸಾಕು
521,521,1,Super song guru,Super song guru,ಸೂಪರ್ ಹಾಡು ಗುರು,ಸೂಪರ್ ಹಾಡು ಗುರು
522,522,1,Best song  sooper,Best song sooper,ಅತ್ಯುತ್ತಮ ಹಾಡು ಸೂಪರ್,ಅತ್ಯುತ್ತಮ ಹಾಡು ಸೂಪರ್
523,523,1,Super dance,Super dance,ಸೂಪರ್ ಡ್ಯಾನ್ಸ್,ಸೂಪರ್ ಡ್ಯಾನ್ಸ್
525,525,3,Good morning mam,Good morning mam,ಶುಭೋದಯ ಅಮ್ಮ,ಶುಭೋದಯ ಅಮ್ಮ
526,526,1,SupernTelugu lo kuda,SupernTelugu lo kuda,ಅದೂ ಸೂಪರ್ ತೆಲುಗಿನಲ್ಲಿ,ಅದೂ ಸೂಪರ್ ತೆಲುಗಿನಲ್ಲಿ
527,527,1,Kannada ne best adrallu kannada songs adre hen andkondodira,Kannada ne best adrallu kannada songs adre hen andkondodira,ಕನ್ನಡ ನೇ ಬೆಸ್ಟ್ ಅದ್ರಲ್ಲೂ ಕನ್ನಡ ಸಾಂಗ್ಸ್ ಆದ್ರೆ ಹೆಂ ಅಂದ್ಕೊಂಡೋದಿರ,ಕನ್ನಡ ನೇ ಬೆಸ್ಟ್ ಅದ್ರಲ್ಲೂ ಕನ್ನಡ ಸಾಂಗ್ಸ್ ಆದ್ರೆ ಹೆಂ ಅಂದ್ಕೊಂಡೋದಿರ
528,528,2,Vijay prkash singing in super song nSinging  Vijay prakash sir,Vijay prkash singing in super song nSinging Vijay prakash sir,ಸೂಪರ್ ಸಾಂಗ್ ನಲ್ಲಿ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಗಾಯಕ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸರ್,ಸೂಪರ್ ಸಾಂಗ್ ನಲ್ಲಿ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಗಾಯಕ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸರ್
529,529,1,I want to see everedy I like it,I want to see everedy I like it,"ನಾನು ಪ್ರತಿದಿನ ನೋಡಲು ಬಯಸುತ್ತೇನೆ, ನಾನು ಇಷ್ಟಪಡುತ್ತೇನೆ","ನಾನು ಪ್ರತಿದಿನ ನೋಡಲು ಬಯಸುತ್ತೇನೆ, ನಾನು ಇಷ್ಟಪಡುತ್ತೇನೆ"
530,530,1,supper song,supper song,ಸಪ್ಪರ್ ಹಾಡು,ಸಪ್ಪರ್ ಹಾಡು
531,531,1,ಕನ್ನಡ ಹಾಡು ವಾವ್ ಏನ್ ಸಕ್ಕತ್ತಾಗಿ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,ಕನ್ನಡ ಹಾಡು ವಾವ್ ಏನ್ ಸಕ್ಕತ್ತಾಗಿ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,ಕನ್ನಡ ಹಾಡು ವಾವ್ ಏನ್ ಸಕ್ಕತ್ತಾಗಿ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,ಕನ್ನಡ ಹಾಡು ವಾವ್ ಏನ್ ಸಕ್ಕತ್ತಾಗಿ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ
532,532,3,Super sogs guru,Super sogs guru,ಸೂಪರ್ ಸಾಗ್ಸ್ ಗುರು,ಸೂಪರ್ ಸಾಗ್ಸ್ ಗುರು
533,533,1,ಸಿನಿಮಾದಲ್ಲಿ ಐದಾರು ಹಾಡುಗಳು ಇಡುವ ಕಾಲದಲ್ಲಿ  ಈಡಿ ಸಿನಿಮಾದ ಕಥೆ ಒಂದು ಹಾಡಿನಲ್ಲಿ   ಆಡಗಿದೆ ಯಾರೆಲ್ಲ ಆ ಹಾಡಿಗೆ ಕಾಯುತ್ತಿದಿರ?....,ಸಿನಿಮಾದಲ್ಲಿ ಐದಾರು ಹಾಡುಗಳು ಇಡುವ ಕಾಲದಲ್ಲಿ ಈಡಿ ಸಿನಿಮಾದ ಕಥೆ ಒಂದು ಹಾಡಿನಲ್ಲಿ ಆಡಗಿದೆ ಯಾರೆಲ್ಲ ಆ ಹಾಡಿಗೆ ಕಾಯುತ್ತಿದಿರ,ಸಿನಿಮಾದಲ್ಲಿ ಐದಾರು ಹಾಡುಗಳು ಇಡುವ ಕಾಲದಲ್ಲಿ ಈಡಿ ಸಿನಿಮಾದ ಕಥೆ ಒಂದು ಹಾಡಿನಲ್ಲಿ ಆಡಗಿದೆ ಯಾರೆಲ್ಲ ಆ ಹಾಡಿಗೆ ಕಾಯುತ್ತಿದಿರ,ಸಿನಿಮಾದಲ್ಲಿ ಐದಾರು ಹಾಡುಗಳು ಇಡುವ ಕಾಲದಲ್ಲಿ ಈಡಿ ಸಿನಿಮಾದ ಕಥೆ ಒಂದು ಹಾಡಿನಲ್ಲಿ ಆಡಗಿದೆ ಯಾರೆಲ್ಲ ಆ ಹಾಡಿಗೆ ಕಾಯುತ್ತಿದಿರ
534,534,0,dislikes are from pedigree foodies,dislikes are from pedigree foodies,ಇಷ್ಟವಾಗದಿರುವುದು ವಂಶಾವಳಿಯ ಆಹಾರಪ್ರೇಮಿಗಳಿಂದ,ಇಷ್ಟವಾಗದಿರುವುದು ವಂಶಾವಳಿಯ ಆಹಾರಪ್ರೇಮಿಗಳಿಂದ
535,535,1,Super sir nim anthoru Nam Kannada industry ge beku namma Kannada industrya kirty patake ellade harabeku belibeku,Super sir nim anthoru Nam Kannada industry ge beku namma Kannada industrya kirty patake ellade harabeku belibeku,ಸೂಪರ್ ಸರ್ ನಿಮ್ ಅಂಥೋರು ನಮ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಗೆ ಬೇಕು ನಮ್ಮ ಕನ್ನಡ ಇಂದುಸ್ತ್ರ್ಯಾ ಕೀರ್ತಿ ಪತಾಕೆ ಎಲ್ಲಡೆ ಹಾರಬೇಕು ಬೆಳೀಬೇಕು,ಸೂಪರ್ ಸರ್ ನಿಮ್ ಅಂಥೋರು ನಮ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಗೆ ಬೇಕು ನಮ್ಮ ಕನ್ನಡ ಇಂದುಸ್ತ್ರ್ಯಾ ಕೀರ್ತಿ ಪತಾಕೆ ಎಲ್ಲಡೆ ಹಾರಬೇಕು ಬೆಳೀಬೇಕು
536,536,1,Super song nam Kannada song,Super song nam Kannada song,ಸೂಪರ್ ಹಾಡು ನಮ್ಮ ಕನ್ನಡ ಹಾಡು,ಸೂಪರ್ ಹಾಡು ನಮ್ಮ ಕನ್ನಡ ಹಾಡು
537,537,1,Jai Kannada Jai india,Jai Kannada Jai india,ಕನ್ನಡ ಹೋಗು ಭಾರತ ಹೋಗು,ಕನ್ನಡ ಹೋಗು ಭಾರತ ಹೋಗು
538,538,2,Super  VP sir,Super VP sir,ಸೂಪರ್ ವಿಪಿ ಸರ್,ಸೂಪರ್ ವಿಪಿ ಸರ್
539,539,3,Hi my friend,Hi my friend,ನಮಸ್ಕಾರ ನನ್ನ ಗೆಳೆಯ,ನಮಸ್ಕಾರ ನನ್ನ ಗೆಳೆಯ
540,540,3,Hi my friend,Hi my friend,ನಮಸ್ಕಾರ ನನ್ನ ಗೆಳೆಯ,ನಮಸ್ಕಾರ ನನ್ನ ಗೆಳೆಯ
541,541,3,Me bro,Me bro,ನಾನು ಸಹೋದರ,ನಾನು ಸಹೋದರ
542,542,1,Luv u rakshith Shetty sir,Luv u rakshith Shetty sir,ಲುವಿ ಯು ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್,ಲುವಿ ಯು ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್
543,543,2,Super danger #1,Super danger 1,ಸೂಪರ್ ಅಪಾಯ 1,ಸೂಪರ್ ಅಪಾಯ 1
544,544,1,What a song yah,What a song yah,ಎಂತಹ ಹಾಡು ಹೌದು,ಎಂತಹ ಹಾಡು ಹೌದು
545,545,3,Vijay prakash,Vijay prakash,ವಿಜಯ್ ಪ್ರಕಾಶ್,ವಿಜಯ್ ಪ್ರಕಾಶ್
546,546,1,I love you,I love you,ನಾನು ನಿನ್ನನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ,ನಾನು ನಿನ್ನನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ
548,548,1,Super song in sandalwood,Super song in sandalwood,ಸ್ಯಾಂಡಲ್‌ವುಡ್‌ನಲ್ಲಿ ಸೂಪರ್ ಹಾಡು,ಸ್ಯಾಂಡಲ್‌ವುಡ್‌ನಲ್ಲಿ ಸೂಪರ್ ಹಾಡು
549,549,1,I love you RAKSHIT...,I love you RAKSHIT,ನಾನು ನಿನ್ನನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ ರಕ್ಷಿತ್,ನಾನು ನಿನ್ನನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ ರಕ್ಷಿತ್
550,550,1,Rakshi shetty fans yar edera like made,Rakshi shetty fans yar edera like made,ರಕ್ಷಿ ಶೆಟ್ಟಿ ಫ್ಯಾನ್ಸ್ ಯಾರ್ ಈಡೇರ ಲೈಕ್ ಮಾಡಿ,ರಕ್ಷಿ ಶೆಟ್ಟಿ ಫ್ಯಾನ್ಸ್ ಯಾರ್ ಈಡೇರ ಲೈಕ್ ಮಾಡಿ
551,551,1,Super singing by Vijay Prakash...,Super singing by Vijay Prakash,ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರಿಂದ ಸೂಪರ್ ಗಾಯನ,ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರಿಂದ ಸೂಪರ್ ಗಾಯನ
552,552,1,yavdooo Hollywood movie nod8dange aytuu,yavdooo Hollywood movie nod8dange aytuu,ಯಾವ್ದೂ ಹಾಲಿವುಡ್ ಸಿನಿಮಾ ನೋಡ್8ಡಂಗೆ ಆಯ್ತು,ಯಾವ್ದೂ ಹಾಲಿವುಡ್ ಸಿನಿಮಾ ನೋಡ್8ಡಂಗೆ ಆಯ್ತು
553,553,0,Nimm avvan tull ...kannag en tunni itkond nodi en Randi magagna,Nimm avvan tull kannag en tunni itkond nodi en Randi magagna,ನಿಮ್ಮ್ ಅವ್ವನ ತುಲ್ ಕಣ್ಣಗ್ ಎಂ ತುನ್ನಿ ಇಟ್ಕೊಂಡ್ ನೋಡಿ ಏನ್ ರ್ಯಾಂಡಿ ಮಗಗನ,ನಿಮ್ಮ್ ಅವ್ವನ ತುಲ್ ಕಣ್ಣಗ್ ಎಂ ತುನ್ನಿ ಇಟ್ಕೊಂಡ್ ನೋಡಿ ಏನ್ ರ್ಯಾಂಡಿ ಮಗಗನ
554,554,3,Swalpa aerial tara ide.,Swalpa aerial tara ide,ಸ್ವಲ್ಪ ಏರಿಯಲ್ ತರ ಇದೆ,ಸ್ವಲ್ಪ ಏರಿಯಲ್ ತರ ಇದೆ
555,555,1,Super song  kannada,Super song kannada,ಕನ್ನಡದ ಸೂಪರ್ ಹಾಡು,ಕನ್ನಡದ ಸೂಪರ್ ಹಾಡು
556,556,1,Kannad song super,Kannad song super,ನೀವು ದೊಡ್ಡ ಅಂಡವಾಯು ಧರಿಸುತ್ತೀರಿ,ನೀವು ದೊಡ್ಡ ಅಂಡವಾಯು ಧರಿಸುತ್ತೀರಿ
557,557,1,My fevareta song,My fevareta song,ನನ್ನ ಮೆಚ್ಚಿನ ಹಾಡು,ನನ್ನ ಮೆಚ್ಚಿನ ಹಾಡು
558,558,1,Supper song nanna  maga feverte song,Supper song nanna maga feverte song,ಸಪ್ಪರ್ ಸಾಂಗ್ ನನ್ನ ಮಗ ಫೆವರ್ಟ್ ಸಾಂಗ್,ಸಪ್ಪರ್ ಸಾಂಗ್ ನನ್ನ ಮಗ ಫೆವರ್ಟ್ ಸಾಂಗ್
559,559,3,Like salman jettender,Like salman jettender,ಸಲ್ಮಾನ್ ಜೆಟೆಂಡರ್ ಹಾಗೆ,ಸಲ್ಮಾನ್ ಜೆಟೆಂಡರ್ ಹಾಗೆ
562,562,2,ಇದು    ನಮ್ಮ ಕನ್ನಡ,ಇದು ನಮ್ಮ ಕನ್ನಡ,ಇದು ನಮ್ಮ ಕನ್ನಡ,ಇದು ನಮ್ಮ ಕನ್ನಡ
563,563,1,Super Super song  you happy,Super Super song you happy,ಸೂಪರ್ ಸೂಪರ್ ಹಾಡು ನಿಮಗೆ ಖುಷಿಯಾಗಿದೆ,ಸೂಪರ್ ಸೂಪರ್ ಹಾಡು ನಿಮಗೆ ಖುಷಿಯಾಗಿದೆ
564,564,1,Idu esta Janagalage like aagide,Idu esta Janagalage like aagide,ಇದು ಎಸ್ಟೇ ಜನಗಳಗೆ ಲೈಕ್ ಆಗಿದೆ,ಇದು ಎಸ್ಟೇ ಜನಗಳಗೆ ಲೈಕ್ ಆಗಿದೆ
566,566,1,Most liked video song agutte ee Kannada Film industry li  Year,Most liked video song agutte ee Kannada Film industry li Year,ಮೋಸ್ಟ ಲೀಕೇಡ್ ವಿಡಿಯೋ ಸಾಂಗ್ ಆಗುತ್ತೆ ಈ ಕನ್ನಡ ಫಿಲ್ಮ್ ಇಂಡಸ್ಟ್ರಿ ಲಿ ಇಯರ್,ಮೋಸ್ಟ ಲೀಕೇಡ್ ವಿಡಿಯೋ ಸಾಂಗ್ ಆಗುತ್ತೆ ಈ ಕನ್ನಡ ಫಿಲ್ಮ್ ಇಂಡಸ್ಟ್ರಿ ಲಿ ಇಯರ್
567,567,1,KGF 2 songs bartave with bang bang BGMs.,KGF 2 songs bartave with bang bang BGMs,ಬ್ಯಾಂಗ್ ಬ್ಯಾಂಗ್ ಬಿಜಿಎಂ ಜೊತೆ ಕೆಜಿಎಫ್ 2 ಹಾಡುಗಳು ಬರ್ತಾವೆ,ಬ್ಯಾಂಗ್ ಬ್ಯಾಂಗ್ ಬಿಜಿಎಂ ಜೊತೆ ಕೆಜಿಎಫ್ 2 ಹಾಡುಗಳು ಬರ್ತಾವೆ
568,568,1,ಇದು ಚರಿತ್ರೆ ಸ್ರೃಷ್ಠಿಸೋ ಅವತಾರ🤩🤩🤩,ಇದು ಚರಿತ್ರೆ ಸ್ರೃಷ್ಠಿಸೋ ಅವತಾರ,ಇದು ಚರಿತ್ರೆ ಸ್ರೃಷ್ಠಿಸೋ ಅವತಾರ,ಇದು ಚರಿತ್ರೆ ಸ್ರೃಷ್ಠಿಸೋ ಅವತಾರ
570,570,3,@AKSHAY ANAND,AKSHAY ANAND,ಅಕ್ಷಯ್ ಆನಂದ್,ಅಕ್ಷಯ್ ಆನಂದ್
571,571,3,@AKSHAY ANAND n 1,AKSHAY ANAND n 1,ಅಕ್ಷಯ್ ಆನಂದ್ ಎನ್ 1,ಅಕ್ಷಯ್ ಆನಂದ್ ಎನ್ 1
573,573,1,Super vodis soing,Super vodis soing,ಸೂಪರ್ ವೋಡಿಸ್ ನಿದ್ದೆ,ಸೂಪರ್ ವೋಡಿಸ್ ನಿದ್ದೆ
574,574,1,Yava woodigu kammi illa Namma sandall wood,Yava woodigu kammi illa Namma sandall wood,ಯಾವ ವೂದಿಗೂ ಕಮ್ಮಿ ಇಲ್ಲ ನಮ್ಮ ಸ್ಯಾಂಡಲ್ ವುಡ್,ಯಾವ ವೂದಿಗೂ ಕಮ್ಮಿ ಇಲ್ಲ ನಮ್ಮ ಸ್ಯಾಂಡಲ್ ವುಡ್
575,575,1,Pls ellaru nodi views jasti madi pls its a request,Pls ellaru nodi views jasti madi pls its a request,ಪ್ಲಸ್ ಎಲ್ಲರು ನೋಡಿ ವಿವಸ್ ಜಾಸ್ತಿ ಮಾಡಿ ಪ್ಲಸ್ ಇಟ್ಸ್ ಆ ರಿಕ್ವೆಸ್ಟ್,ಪ್ಲಸ್ ಎಲ್ಲರು ನೋಡಿ ವಿವಸ್ ಜಾಸ್ತಿ ಮಾಡಿ ಪ್ಲಸ್ ಇಟ್ಸ್ ಆ ರಿಕ್ವೆಸ್ಟ್
576,576,1,Mast hadu super,Mast hadu super,ಮಸ್ತ್ ಹಾಡು ಸೂಪರ್,ಮಸ್ತ್ ಹಾಡು ಸೂಪರ್
578,578,1,Estu kelidru matte matte kelbeku ansutte,Estu kelidru matte matte kelbeku ansutte,ಎಷ್ಟು ಕೇಳಿದ್ರು ಮತ್ತೆ ಮತ್ತೆ ಕೇಳ್ಬೇಕು ಅನ್ಸುತ್ತೆ,ಎಷ್ಟು ಕೇಳಿದ್ರು ಮತ್ತೆ ಮತ್ತೆ ಕೇಳ್ಬೇಕು ಅನ್ಸುತ್ತೆ
579,579,3,Who is pavan kalyan?,Who is pavan kalyan,ಪವನ್ ಕಲ್ಯಾಣ್ ಯಾರು?,ಪವನ್ ಕಲ್ಯಾಣ್ ಯಾರು?
581,581,3,Give link to that pandi kokku song ....,Give link to that pandi kokku song,ಅದರ ಲಿಂಕ್ ನೀಡಿ ಹಾಡನ್ನು ಜೋಡಿಸಲಾಗಿದೆ,ಅದರ ಲಿಂಕ್ ನೀಡಿ ಹಾಡನ್ನು ಜೋಡಿಸಲಾಗಿದೆ
582,582,3,ಗಾಳಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸಾರಿದೆ ಸುಮಾರು,ಗಾಳಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸಾರಿದೆ ಸುಮಾರು,ಗಾಳಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸಾರಿದೆ ಸುಮಾರು,ಗಾಳಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸಾರಿದೆ ಸುಮಾರು
583,583,1,Super duper song,Super duper song,ಸೂಪರ್ ಡೂಪರ್ ಹಾಡು,ಸೂಪರ್ ಡೂಪರ್ ಹಾಡು
584,584,1,Next song yavaga release madtira nWaiting🤗,Next song yavaga release madtira nWaiting,ನೆಕ್ಸ್ಟ್ ಸಾಂಗ್ ಯಾವಾಗ ರಿಲೀಸ್ ಮಾಡ್ತಿರಾ ನ್ವಯಿಟಿಂಗ್,ನೆಕ್ಸ್ಟ್ ಸಾಂಗ್ ಯಾವಾಗ ರಿಲೀಸ್ ಮಾಡ್ತಿರಾ ನ್ವಯಿಟಿಂಗ್
587,587,1,Kannada films next level,Kannada films next level,ಕನ್ನಡ ಚಿತ್ರಗಳು ಮುಂದಿನ ಹಂತ,ಕನ್ನಡ ಚಿತ್ರಗಳು ಮುಂದಿನ ಹಂತ
588,588,0,13k dislikes frm jealous bollywood fans,13k dislikes frm jealous bollywood fans,ಅಸೂಯೆ ಪಟ್ಟ ಬಾಲಿವುಡ್ ಅಭಿಮಾನಿಗಳಿಂದ 13 ಸಾವಿರ ಇಷ್ಟವಿಲ್ಲ,ಅಸೂಯೆ ಪಟ್ಟ ಬಾಲಿವುಡ್ ಅಭಿಮಾನಿಗಳಿಂದ 13 ಸಾವಿರ ಇಷ್ಟವಿಲ್ಲ
589,589,0,Jaa Dhinchak Pooja ki songs dekh Bollywoodiya,Jaa Dhinchak Pooja ki songs dekh Bollywoodiya,ಜಾ ಧಿಂಚಕ್ ಪೂಜಾ ಹಾಡುಗಳು ದೇಖ್ ಬಾಲಿವುಡ್,ಜಾ ಧಿಂಚಕ್ ಪೂಜಾ ಹಾಡುಗಳು ದೇಖ್ ಬಾಲಿವುಡ್
590,590,1,Yaaru e songanna ondakkinta jaasti sala kelta edeera like maadi,Yaaru e songanna ondakkinta jaasti sala kelta edeera like maadi,ಯಾರು ಈ ಸೋಂಗಣ್ಣ ಒಂದಕ್ಕಿಂತ ಜಾಸ್ತಿ ಸಲ ಕೇಳ್ತ ಇದೀರಾ ಲೈಕ್ ಮಾಡಿ,ಯಾರು ಈ ಸೋಂಗಣ್ಣ ಒಂದಕ್ಕಿಂತ ಜಾಸ್ತಿ ಸಲ ಕೇಳ್ತ ಇದೀರಾ ಲೈಕ್ ಮಾಡಿ
591,591,1,Super 🤟🤟🤟🤟 song,Super  song,ಸೂಪರ್ ಹಾಡು,ಸೂಪರ್ ಹಾಡು
592,592,1,Super  song,Super song,ಸೂಪರ್ ಹಾಡು,ಸೂಪರ್ ಹಾಡು
593,593,3,STANY d Souza,STANY d Souza,ಟೆಂಟ್ಸ್ ಡಿ ಸೋಜಾ,ಟೆಂಟ್ಸ್ ಡಿ ಸೋಜಾ
594,594,3,Rakshith fan kerala,Rakshith fan kerala,ಸಂರಕ್ಷಿತ: ಫೆನ್ ಕೇರಳ,ಸಂರಕ್ಷಿತ: ಫೆನ್ ಕೇರಳ
595,595,1,Super song,Super song,ಸೂಪರ್ ಹಾಡು,ಸೂಪರ್ ಹಾಡು
596,596,0,Ending nalli looti heg sikthu avnge.. movie nalli thorsode illa ..,Ending nalli looti heg sikthu avnge movie nalli thorsode illa,ಎಂಡಿಂಗ್ ನಲ್ಲಿ ಲೂಟಿ ಹೇಗ್ ಸಿಕ್ತು ಅವಂಗೆ ಮೂವಿ ನಲ್ಲಿ ತೋರ್ಸೋದೆ ಇಲ್ಲ,ಎಂಡಿಂಗ್ ನಲ್ಲಿ ಲೂಟಿ ಹೇಗ್ ಸಿಕ್ತು ಅವಂಗೆ ಮೂವಿ ನಲ್ಲಿ ತೋರ್ಸೋದೆ ಇಲ್ಲ
597,597,0,@sumit patil but torsalla..,sumit patil but torsalla,ಸುಮಿತ್ ಪಾಟೀಲ್ ಆದರೆ ತೋರ್ಸಲ್ಲ,ಸುಮಿತ್ ಪಾಟೀಲ್ ಆದರೆ ತೋರ್ಸಲ್ಲ
598,598,1,Super means super,Super means super,ಸೂಪರ್ ಎಂದರೆ ಸೂಪರ್,ಸೂಪರ್ ಎಂದರೆ ಸೂಪರ್
599,599,1,I like your comments,I like your comments,ನಾನು ನಿಮ್ಮ ಕಾಮೆಂಟ್‌ಗಳನ್ನು ಇಷ್ಟಪಡುತ್ತೇನೆ,ನಾನು ನಿಮ್ಮ ಕಾಮೆಂಟ್‌ಗಳನ್ನು ಇಷ್ಟಪಡುತ್ತೇನೆ
